leg,decision,missing,families,n_families,s3_applied,source,id,doi,year,journal,title,abstract
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W7112227681,,2022,Digital Access to Scholarship at Harvard (DASH) (Harvard University),Fracture of Highly Entangled Polymer Networks,"Elastomers and gels are polymer networks, in which polymers entangle and crosslink. The topology of the polymer network significantly affects the material properties of elastomers and gels. The role of entanglements on deformation has been studied, but their effects on other properties, such as fracture, fatigue, and friction, are less well understood. This thesis studies how entanglements affect various material properties and how to fabricate highly entangled polymer networks using either monomers or preexisting polymers. Also, this thesis introduces two theories on polymer networks, regarding rate-dependency of toughness and thermodynamic model. Lastly, a method to make hydrogels as stiff as plastics using phase separation will be discussed. To study the role of entanglements, we synthesize polymers in which entanglements greatly outnumber crosslinks, by polymerizing the monomers with small amounts of crosslinker, initiator, and solvent. The dense entanglements enable the transmission of tension in a polymer chain along its length and to many other chains. The sparse crosslinks prevent the polymer chains from disentangling. These polymers have high toughness, strength, and fatigue resistance. After the polymers are submerged in water and swell to equilibrium, the resulting hydrogels have low hysteresis, low friction, and high wear resistance. Many hydrogels are also fabricated from preexisting polymers, covalently crosslinked into a network. However, densifying entanglements with preexisting polymers is challenging compared to monomers, due to their huge viscosity. We make a hydrogel from a dough, formed by mixing long polymers with a small amount of water and initiator. The dough is homogenized by kneading and annealing at elevated temperatures, during which the crowded polymers densely entangle. We demonstrate the method with widely used polymers, poly(ethylene glycol) and cellulose. Highly entangled hydrogels can be made degradable by using disulfide crosslinks. We study how entanglements affect degradation. A lightly entangled polymer network dissolves in an aqueous solution of cysteine within a few hours, whereas a highly entangled polymer network degrades over one month. It is likely because the entanglements retard the dissolving of polymer chains and provide more time to re-bond. We also show that elastic hydrogels can have rate-dependent toughness when the polymer chains are long. When the hydrogel is stretched, at the crack tip, some polymer chains slide relative to others. When the hydrogel is stretched at a high rate, the polymer chain at the crack tip does not have time to slip fully. The high tension only transmits over a short segment of the chain, which will lead to a lower toughness. When a polymer network is stretched, some polymer strands do not bear load but all strands contribute to swelling. We distinguish such a difference by modifying the Flory-Rehner model with three parameters: the density of load-bearing strands, N, the density of all strands, M, and the interaction parameter, χ. We synthesize polyacrylamide hydrogels and determine the parameters by three tests: free swelling, fast tensile test, and stress relaxation. In all samples tested, M is several times larger than N, whereas χ is nearly a constant. To increase the stiffness of hydrogels further, we self-assemble a nanocomposite using a hydrogel-forming polymer and a glass-forming polymer. The process separates the polymers into a hydrogel phase and a glass phase. The two phases arrest at the nanoscale and are bicontinuous. The nanocomposite maintains the structure and resists further swelling. We demonstrate the process using commercial polymers, achieving high water content, as well as load-bearing capacity comparable to that of polyethylene. During the process, a rubbery stage exists, enabling us to fabricate objects of complex shapes and fine features."
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W4289316820,10.1063/5.0086994,2022,Chaos An Interdisciplinary Journal of Nonlinear Science,Noise-induced stabilization of the FitzHugh–Nagumo neuron dynamics: Multistability and transient chaos,"The nonlinear dynamics of a FitzHugh-Nagumo (FHN) neuron driven by an oscillating current and perturbed by a Gaussian noise signal with different intensities D is investigated. In the noiseless case, stable periodic structures [Arnold tongues (ATS), cuspidal and shrimp-shaped] are identified in the parameter space. The periods of the ATSs obey specific generating and recurrence rules and are organized according to linear Diophantine equations responsible for bifurcation cascades. While for small values of D, noise starts to destroy elongations (""antennas"") of the cuspidals, for larger values of D, the periodic motion expands into chaotic regimes in the parameter space, stabilizing the chaotic motion, and a transient chaotic motion is observed at the periodic-chaotic borderline. Besides giving a detailed description of the neuronal dynamics, the intriguing novel effect observed for larger D values is the generation of a regular dynamics for the driven FHN neuron. This result has a fundamental importance if the complex local dynamics is considered to study the global behavior of the neural networks when parameters are simultaneously varied, and there is the necessity to deal the intrinsic stochastic signal merged into the time series obtained from real experiments. As the FHN model has crucial properties presented by usual neuron models, our results should be helpful in large-scale simulations using complex neuron networks and for applications."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",bifurcation,1,False,openalex,W4384499494,10.1140/epjp/s13360-023-04243-3,2023,The European Physical Journal Plus,Turing instability and Hopf bifurcation induced by prey refuge in a diffusive predator–prey system with stage structure and anti-predation,
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W4316467311,10.3390/math11020451,2023,Mathematics,Self-Organization in Randomly Forced Diffusion Systems: A Stochastic Sensitivity Technique,"The problem with the analysis of noise-induced transitions between patterns in distributed stochastic systems is considered. As a key model, we use the spatially extended dynamical “phytoplankton-herbivore” system with diffusion. We perform the parametric bifurcation analysis of this model and determine the Turing instability zone, where non-homogeneous patterns are generated by diffusion. The multistability of this deterministic model with the coexistence of several waveform pattern–attractors is found. We study how noise affects these non-homogeneous patterns and estimate the dispersion of random states using a new technique based on stochastic sensitivity function (SSF) analysis and the confidence domain method. To investigate the preferences in noise-induced transitions between patterns, we analyze and compare the results of this theoretical approach with the statistics extracted from the direct numerical simulation."
P1_psych,EXCLUDE,S1_PARTITION,noise,1,False,openalex,W4386857577,10.1162/neco_a_01612,2023,Neural Computation,Self-Organization of Nonlinearly Coupled Neural Fluctuations Into Synergistic Population Codes,"Neural activity in the brain exhibits correlated fluctuations that may strongly influence the properties of neural population coding. However, how such correlated neural fluctuations may arise from the intrinsic neural circuit dynamics and subsequently affect the computational properties of neural population activity remains poorly understood. The main difficulty lies in resolving the nonlinear coupling between correlated fluctuations with the overall dynamics of the system. In this study, we investigate the emergence of synergistic neural population codes from the intrinsic dynamics of correlated neural fluctuations in a neural circuit model capturing realistic nonlinear noise coupling of spiking neurons. We show that a rich repertoire of spatial correlation patterns naturally emerges in a bump attractor network and further reveals the dynamical regime under which the interplay between differential and noise correlations leads to synergistic codes. Moreover, we find that negative correlations may induce stable bound states between two bumps, a phenomenon previously unobserved in firing rate models. These noise-induced effects of bump attractors lead to a number of computational advantages including enhanced working memory capacity and efficient spatiotemporal multiplexing and can account for a range of cognitive and behavioral phenomena related to working memory. This study offers a dynamical approach to investigating realistic correlated neural fluctuations and insights to their roles in cortical computations."
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4319294151,10.1039/d2cp05417e,2023,Physical Chemistry Chemical Physics,"Artificial synapse based on 1,4-diphenylbutadiyne with femtojoule energy consumption","Memristors as electronic artificial synapses have attracted increasing attention in neuromorphic computing. Especially, organic small molecule artificial synapses show great promise for low-energy neuromorphic devices. In this study, the basic functions of biological synapses including paired-pulse facilitation/paired-pulse depression (PPF/PPD), spike rate-dependent plasticity (SRDP) and fast Bienenstock-Cooper-Munro learning rules (BCM) have been successfully simulated in the 1,4-diphenylbutadiyne (DPDA) memristor device. Furthermore, ultra-low energy consumption (∼25 fJ per spike), linear and large conductance changes have been obtained in the small molecule DPDA device. This work makes a great contribution to improve the accuracy, speed and to reduce the energy consumption for neuromorphic computing."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W4379877823,10.1137/22m147788x,2023,SIAM Journal on Applied Dynamical Systems,Can the Clocks Tick Together Despite the Noise? Stochastic Simulations and Analysis,"The suprachiasmatic nucleus (SCN), also known as the circadian master clock, consists of a large population of oscillator neurons. Together, these neurons produce a coherent signal that drives the body’s circadian rhythms. What properties of the cell-to-cell communication allow the synchronization of these neurons, despite a wide range of environmental challenges such as fluctuations in photoperiods? To answer that question, we present a mean-field description of globally coupled neurons modeled as Goodwin oscillators with standard Gaussian noise. Provided that the initial conditions of all neurons are independent and identically distributed, any finite number of neurons becomes independent and has the same probability distribution in the mean-field limit, a phenomenon called propagation of chaos. This probability distribution is a solution to a Vlasov–Fokker–Planck type equation, which can be obtained from the stochastic particle model. We study, using the macroscopic description, how the interaction between external noise and intercellular coupling affects the dynamics of the collective rhythm, and we provide a numerical description of the bifurcations resulting from the noise-induced transitions. Our numerical simulations show a noise-induced rhythm generation at low noise intensities, while the SCN clock is arrhythmic in the high noise setting. Notably, coupling induces resonance-like behavior at low noise intensities, and varying coupling strength can cause period locking and variance dissipation even in the presence of noise."
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4388977424,10.3390/nano13233012,2023,Nanomaterials,Artificial Synapses Based on an Optical/Electrical Biomemristor,"As artificial synapse devices, memristors have attracted widespread attention in the field of neuromorphic computing. In this paper, Al/polymethyl methacrylate (PMMA)/egg albumen (EA)-graphene quantum dots (GQDs)/PMMA/indium tin oxide (ITO) electrically/optically tunable biomemristors were fabricated using the egg protein as a dielectric layer. The electrons in the GQDs were injected from the quantum dots into the dielectric layer or into the adjacent quantum dots under the excitation of light, and the EA-GQDs dielectric layer formed a pathway composed of GQDs for electronic transmission. The device successfully performed nine brain synaptic functions: excitatory postsynaptic current (EPSC), paired-pulse facilitation (PPF), short-term potentiation (STP), short-term depression (STD), the transition from short-term plasticity to long-term plasticity, spike-timing-dependent plasticity (STDP), spike-rate-dependent plasticity (SRDP), the process of learning, forgetting, and relearning, and Pavlov associative memory under UV light stimulation. The successful simulation of the synaptic behavior of this device provides the possibility for biomaterials to realize neuromorphic computing."
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",bifurcation,1,False,openalex,W4386384766,10.48550/arxiv.2308.16773,2023,arXiv (Cornell University),Anticipating critical transitions in multidimensional systems driven by time- and state-dependent noise,"Anticipating bifurcation-induced transitions in dynamical systems has gained relevance in various fields of the natural, social, and economic sciences. Before the annihilation of a system's equilibrium point by means of a bifurcation, the system's internal feedbacks that stabilize the initial state weaken and eventually vanish, a process referred to as critical slowing down (CSD). In one-dimensional systems, this motivates the use of variance and lag-1 autocorrelation as indicators of CSD. However, the applicability of variance is limited to time- and state-independent driving noise, strongly constraining the generality of this CSD indicator. In multidimensional systems, the use of these indicators is often preceded by a dimension reduction in order to obtain a one-dimensional time series. Many common techniques for such an extraction of a one-dimensional time series generally incur the risk of missing CSD in practice. Here, we propose a data-driven approach based on estimating a multidimensional Langevin equation to detect local stability changes and anticipate bifurcation-induced transitions in systems with generally time- and state-dependent noise. Our approach substantially generalizes the conditions under which CSD can reliably be detected, as demonstrated in a suite of examples. In contrast to existing approaches, changes in deterministic dynamics can be clearly discriminated from changes in the driving noise using our method. This substantially reduces the risk of false or missed alarms of conventional CSD indicators in settings with time-dependent or multiplicative noise. In multidimensional systems, our method can greatly advance the understanding of the coupling between system components and can avoid risks of missing CSD due to dimension reduction, which existing approaches suffer from."
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",bifurcation,1,False,openalex,W4387076388,10.48550/arxiv.2309.14179,2023,arXiv (Cornell University),Anticipation of Oligocene's climate heartbeat by simplified eigenvalue estimation,"The Eocene-Oligocene transition marks a watershed point of earth's climate history. The climate shifts from a greenhouse state to an icehouse state in which Antarctica glaciated for the first time and periodic dynamics arise which are still relevant for our current climate. We analyse a $CaCO_3$ concentration time series which covers the Eocene-Oligocene transition and which is obtained from a Pacific sediment core at site DSDP1218. Therefore, we introduce a simplified autoregression-based variant of the dominant eigenvalue (DEV) estimation procedure. The DEV works as leading indicator of bifurcation-induced transitions and enables us to identify the bifurcation type. We confirm its reliability in a methodological study and demonstrate the crucial importance of proper detrending to obtain unbiased results. As a remark, we discuss also possible pathways to estimate the stability of limit cycles based on the DEV and the alternative drift slope as a proof of principle. Finally, we present the DEV analysis results of the $CaCO_3$ concentration time series which are reproducible in a wide parameter range. Our findings demonstrate that the onset of Oligocene's periodic dynamics might be announced by a Neimark-Sacker/Hopf bifurcation in course of the Eocene-Oligocene transition 34 mya. (We follow the convention and use mya$\widehat{=}$""million years ago"" and Ma$\widehat{=}$""million years"" throughout the article.)"
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,False,openalex,W4322004681,10.5194/egusphere-egu23-9117,2023,,Predictability of Dansgaard-Oeschger events in the Greenland ice core ensemble,"It is an ongoing debate whether the abrupt climate changes during the last glacial interval, the so-called Dansgaard-Oeschger (DO) events, are solely due to stochastic fluctuations or a result of bifurcations in the structural stability of the climate. This raises the question whether they are predictable, and thus whether early warning signals for the abrupt transitions from Greenland stadial to interstadial periods could be observed.Here, we propose a new method to analyze the DO events between 60 ka before present and the Holocene, where we look at the ensemble of oxygen isotope ratio (&amp;#948;&amp;#185;&amp;#8312;O) measurements from three different Greenland ice cores. For each rapid transition from a Greenland stadial to interstadial period, the three time series are normalized and scaled individually. The goal is to determine whether early warning signals in the further detrended ensemble are observable and thus to contribute to the ongoing debate whether past abrupt climate change has been purely noise-induced or a result of changed stability in the climate system.&amp;#160;"
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",noise,1,True,openalex,W4398157598,10.1088/2515-7620/ad8f98,2024,Environmental Research Communications,Quantifying risk of a noise-induced AMOC collapse from northern and tropical Atlantic Ocean variability,"Abstract The Atlantic Meridional Overturning Circulation (AMOC) exerts a major influence on global climate. There is much debate about whether the current strong AMOC may collapse as a result of anthropogenic forcing and/or internal variability. Increasing the noise in simple salt-advection models can change the apparent AMOC tipping threshold. However, it’s not clear if ‘present-day’ variability is strong enough to induce a collapse. Here, we investigate how internal variability affects the likelihood of AMOC collapse. We examine the internal variability of basin-scale salinities and temperatures in four CMIP6 pre-industrial simulations. We fit this to an empirical, process-based AMOC box model, and find that noise-induced AMOC collapse (defined as a decade in which the mean AMOC strength falls below 5 Sv) is unlikely, however, if the AMOC is pushed closer to a bifurcation point due to external climate forcing, noise-induced tipping becomes more likely. Surprisingly, we find a case where forcing temporarily overshoots a stability threshold but noise decreases the probability of collapse. Accurately modelling internal decadal variability is essential for understanding the increased uncertainty in AMOC projections."
P1_psych,EXCLUDE,S1_PARTITION,noise,1,True,openalex,W4392602644,10.5194/egusphere-egu24-8729,2024,,Quantifying risk of a noise-induced AMOC collapse from northern and tropical Atlantic Ocean variability,"The Atlantic Meridional Overturning Circulation (AMOC) exerts a major influence on global climate. There is much debate about whether the current strong AMOC may collapse as a result of anthropogenic forcing and/or natural variability. Here, we ask whether internal decadal variability could affect the likelihood of AMOC collapse. We examine natural variability of basin-scale salinities and temperatures in four CMIP6 pre-industrial runs. We fit the CMIP6 variability to several empirical, linear noise models, and to a nonlinear, process-based AMOC model. The variability is weak and its processes inconsistent among the CMIP6 models considered. Based on the CMIP6 variability levels we find that noise-induced AMOC collapse is unlikely in the pre-industrial climate, but plausible if external forcing has shifted the AMOC closer to a threshold, which can be identified for the non-linear model using bifurcation analysis. However the CMIP6 models may systematically underestimate current Atlantic Ocean variability, and we find that substantially stronger variability would increase the likelihood of noise-induced collapse."
P1_psych,EXCLUDE,S1_PARTITION,noise,1,False,openalex,W4394924891,10.1142/s1793524524500220,2024,International Journal of Biomathematics,Stationary probability density and noise-induced transitions in a stochastic host-generalist parasitoid model,"In this paper, we study the dynamical behavior of a stochastic host-generalist parasitoid model with Holling II functional response. First, by constructing a suitable Lyapunov function, we prove that the stochastic system has a unique ergodic stationary distribution under certain condition. Second, we analyze the stationary probability density when the corresponding deterministic system has a unique stable positive equilibrium. The original stochastic system is transformed to an It[Formula: see text] average diffusion system by using Taylor expansions at the positive equilibrium point, polar coordinate transformation and stochastic average method. Then the stationary probability density is obtained by solving the Fokker–Planck equation of the average diffusion system. Finally, we explore noise-induced state transitions between two random attractors in the bistable regions: (i) between two internal stable equilibria; (ii) between an internal equilibrium and a limit cycle. The critical noise intensity for which the state switching occurs is estimated by calculating confidence ellipses. The results show that large environmental fluctuations can obviously affect the stability of ecosystems, and cause transitions between high and low biomass of the hosts and the generalist parasitoids."
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4400914766,10.1063/5.0211178,2024,APL Materials,Effect of neural firing pattern on NbOx/Al2O3 memristor-based reservoir computing system,"The implementation of reservoir computing using resistive random-access memory as a physical reservoir has attracted attention due to its low training cost and high energy efficiency during parallel data processing. In this work, a NbOx/Al2O3-based memristor device was fabricated through a sputter and atomic layer deposition process to realize reservoir computing. The proposed device exhibits favorable resistive switching properties (&amp;gt;103 cycle endurance) and demonstrates short-term memory characteristics with current decay. Utilizing the controllability of the resistance state and its variability during cycle repetition, electrical pulses are applied to investigate the synapse-emulating properties of the device. The results showcase the functions of potentiation and depression, the coexistence of short-term and long-term plasticity, excitatory post-synaptic current, and spike-rate dependent plasticity. Building upon the functionalities of an artificial synapse, pulse spikes are categorized into three distinct neural firing patterns (normal, adapt, and boost) to implement 4-bit reservoir computing, enabling a significant distinction between “0” and “1.”"
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",rate,1,False,openalex,W4405369242,10.1007/s10035-024-01499-z,2024,Granular Matter,Viscoplastic modelling of rate-dependent pile penetration in crushable sand,
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4394954053,10.1021/acsami.3c19527,2024,ACS Applied Materials & Interfaces,Molecular-Potential and Redox Coregulated Cathodic Electrosynthesis toward Ionic Azulene-Based Thin Films for Organic Memristors,"Organic memristors as promising electronic units are attracting significant attention owing to their simplicity of molecular structure design. However, fabricating high-quality organic films via novel synthetic technologies and exploring unprecedented chemical structures to achieve excellent memory performance in organic memristor devices are highly challenging. In this work, we report a cathodic electropolymerization to synthesize an ionic azulene-based memristive film (PPMAz-Py + Br – ) under the molecular-potential and redox coregulation. During the cathodic electropolymerization process, electropositive pyridinium salts migrate to the cathode under an electric field, undergo a reduction-coupling deprotonation reaction, and polymerize into a uniform film with a controllable thickness on the electrode surface. The prepared Al/PPMAz-Py + Br – /ITO devices not only exhibit a high ON/OFF ratio of 1.8 × 10 3, high stability, long memory retention, and endurance under a wide range of voltage scans, but also achieve excellent multilevel storage and history-dependent memristive performance. In addition, the devices can mimic important biosynaptic functions, such as learning/forgetting function, synaptic enhancement/inhibition, paired-pulse facilitation/depression, and spiking-rate-dependent plasticity. The tunable memristive performances are attributed to the capture of free electrons on pyridinium cations, the migration of the aluminum ions (Al 3+ ), and the form of Al conductive filaments under voltage scans."
P1_psych,EXCLUDE,S1_PARTITION,noise,1,False,openalex,W4405257042,10.3390/vibration7040063,2024,Vibration,Theoretical and Experimental Vibration Generation in a Coaxial Pulse-Tube Cryocooler,"The microphonic noise induced by the vibration from cryocoolers has been found to cause energy resolution degradation in vibration-sensitive instruments. In this paper, theoretical and experimental research on the vibration generation mechanism of an aerospace-grade coaxial pulse-tube cryocooler (CPTC) is presented. Accordingly, suggestions for suppressing the vibration of the pulse-tube cryocooler are provided. A vibration model for the Oxford-type dual-opposed linear compressor is established, and the mechanism of vibration induced by the compressor is theoretically analyzed. A numerical simulation indicates that deviations in the compressor’s inductance coefficient, electromagnetic force coefficient, and flexure spring stiffness coefficient significantly affect the axial vibration of the compressor. The theoretical and experimental studies show that the high-order harmonic vibrations of the compressor are determined by both the resonance of the flexure springs and the high-order harmonics of the driving power supply. Through experiments and simulations, it is revealed that the dynamic gas pressure only induces vibration axially at the cold tip, while the radial vibration at the cold tip is determined by the heat head ‘s vibration and the structural response characteristics of the cold finger."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",rate,1,False,openalex,W4401554997,10.2139/ssrn.4924035,2024,SSRN Electronic Journal,Rate-Dependent Fracture of Polyacrylamide Hydrogels Induced by Interior Water Migration,
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4401869710,10.1063/5.0219857,2024,Applied Physics Letters,Artificial synapse based on low-voltage Ni-doped CuI thin-film transistors for neuromorphic application,"Inspired by the human brain's capacity as a powerful biological computer capable of simultaneously processing a vast array of cognitive tasks, many emerging artificial synapse devices have been developed in recent years. Electric-double-layer (EDL) transistors based on interfacial ion-modulation have attracted widespread attention for simulating synaptic plasticity and neural functions. Here, low-voltage EDL p-type thin-film transistors (TFTs) are fabricated on glass substrates, with Ni-doped cuprous iodide (Ni0.06Cu0.94I) as the channel and chitosan as the dielectric. The electrical performance of the Ni0.06Cu0.94I TFTs is investigated: current on/off ratio of 6.4 × 104, subthreshold swing of 33 mV/dec, threshold voltage of 1.38 V, operating voltage of 2 V, and saturation field-effect mobility of 15.75 cm2 V−1 s−1. A dual in-plane gate OR logic operation is demonstrated. Importantly, by applying single voltage pulses, dual voltage pulses, and multiple voltage pulses to the gate, the Ni0.06Cu0.94I transistors exhibited typical synaptic characteristics, including short-term potentiation, short-term depression, long-term potentiation, long-term depression, paired-pulse facilitation, and spiking-rate-dependent plasticity. Furthermore, the synaptic transistor can also simulate the learning–forgetting–relearning process of the human brain. These remarkable behaviors of voltage-stimulated synaptic transistors have potential for neuromorphic applications in future artificial systems."
P1_psych,EXCLUDE,S1_PARTITION,bifurcation,1,False,openalex,W4405870115,10.1142/s0218127425500099,2024,International Journal of Bifurcation and Chaos,Analyzing Hippocampal Neural Dynamics Under Acetylcholine Deficiency Related to Alzheimer’s Disease,"Acetylcholine, as an important neurotransmitter, regulates neural excitability and discharge property distinctly, whose deficiency in the hippocampus can deteriorate cognitive and memory functions in Alzheimer’s Disease (AD). By establishing a hippocampal small-world network of pyramidal neurons and interneurons, this work aims to explore how acetylcholine deficiency influences the hippocampal neural dynamics from the perspective of neurocomputation. Based on some experimental results that acetylcholine can inhibit several [Formula: see text] channels in the pyramidal neuron via muscarinic receptors, we simulate acetylcholine deficiency by increasing the conductance [Formula: see text] of M-type (or [Formula: see text] of A-type) [Formula: see text] channel. The numerical results indicate that the enhancement of [Formula: see text] or [Formula: see text] can affect the pyramidal neuron dynamics in the individual node and network levels significantly. For the individual pyramidal neuron, its excitability and mean firing rate gradually decrease upon increasing [Formula: see text] or [Formula: see text], in particular, the neuron transitions from a firing state to a resting state when [Formula: see text] or [Formula: see text] increases over a threshold. Through dynamic bifurcation analysis, we find that the underlying dynamical mechanism behind these changes is attributed to sub-critical Andronov–Hopf or saddle-node bifurcations induced by acetylcholine deficiency. For pyramidal neurons in the network scale, acetylcholine deficiency can shift the network encoding mode from collective regular firing to bursting, and more importantly, the averaged mean firing rate and sample entropy of the network decrease significantly with severe acetylcholine deficiency. These results are consistent with previous studies reported in the electrophysiological experiments of AD. This work may help to deeply understand the AD pathogenesis of cholinergic hypothesis."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",rate,1,False,openalex,W4405560833,10.1016/j.brain.2024.100105,2024,Brain Multiphysics,Effect of circadian rhythm modulated blood flow on nanoparticle based targeted drug delivery in virtual in vivo arterial geometries,"Drug delivery using nanocarriers that are tethered with vasculature-targeting epitopes aims to maximize the therapeutic efficacy of the drug while minimizing the drug side effects. Circadian rhythm which is governed by the central nervous system has implications for targeted drug delivery due to sleep-wake cycle changes in blood flow dynamics. This paper presents an advanced fluid dynamics modeling method that is based on viscous incompressible shear-rate fluid (blood) coupled with an advection–diffusion equation to simulate the formation of concentration gradients in the blood stream, and buildup of the concentration of drug-carrying nanoparticles at the targeted site. The method is equipped with an experimentally calibrated nanoparticle-endothelial cell adhesion model that employs Robin boundary conditions to describe nanoparticle retention based on the probability of adhesion, a friction model accounting for surface roughness of endothelial cell layer, and a dispersion model based on Taylor-Aris expression for effective diffusion of nanocarriers in the boundary layer. The computational model is first experimentally validated and then tested on engineered bifurcating arterial systems where impedance boundary conditions are applied at the outflow to account for the downstream resistance at each outlet. It is then applied to a virtual geometric model of an in vivo arterial tree developed via MRI-based image processing techniques. These test cases highlight the potential of the proposed modeling method for investigating drug transport, adhesion, and retention at multiple sites in the virtual in vivo models under circadian rhythm modulated blood flow dynamics. Statement of significance This paper presents a novel mathematical method that integrate a nanoparticle-based drug delivery model with shear-rate dependent blood flow model for targeted drug delivery in the in vivo arterial networks. The framework is comprised of a unique combination of mechanics-based dispersion model, an asperity model for endothelium surface roughness, and a stochastic nanoparticle-endothelial cell adhesion model. Simulations of MRI based in vivo carotid artery system showcase the effects of vessel geometry on nanoparticle adhesion and retention at the target site. Vessel geometry and target site location impact nanoparticle adhesion; curved and bifurcating regions favor local accumulation of drug carrying nanoparticles. It is also shown that aligning drug administration with circadian rhythm and sleep cycle can enhance the efficacy of drug delivery processes. These simulations demonstrate the potential of the computational modeling method for exploring circadian rhythm modulated blood flow for targeted drug delivery while reducing the in vivo experimentation. • Nanoparticle-based drug delivery model is integrated with a shear-rate blood flow model. • Framework combines multiscale models for NP adhesion and retention at target sites. • Vessel geometry affects nanoparticle adhesion; curved regions favor drug adhesion. • Results show aligning drug delivery with circadian rhythm and sleep boosts efficacy."
P1_psych,EXCLUDE,S1_PARTITION,noise,1,False,openalex,W4392577540,10.5194/egusphere-egu24-12034,2024,,The increased likelihood of plankton community changes following marine heatwaves,"When modelling any climatic system, it is important to carefully consider the relation between the many timescales that govern its evolution, since a certain change in their interplay can drastically affect the likelihood of observing critical transitions to distinct environmental regimes. In this study, we present how the onset of marine heatwaves - that are responsible for inducing prolonged periods of positive temperature fluctuations - can weaken state-based resilience leading to noise-induced shifts between species&amp;#8217; concentration levels in plankton communities. This is shown in a modified Truscott-Brindley model, a stochastically forced fast-slow system that encapsulates the interaction between phytoplankton and zooplankton species during red tide events in marine environments. Deterministically, the system can be bistable, possessing stable states with high and low phytoplankton biomass, or in an excitable monostable regime, where phytoplankton blooms form following perturbations. Environmental perturbations to the (temperature-dependent) species&amp;#8217; growth rates are modelled using multiplicative noise terms, namely Ornstein-Uhlenbeck processes with a correlation time parameter &amp;#964;. During marine heatwaves, the correlation time &amp;#964; of the external perturbations will increase. With ensemble Monte Carlo simulations of phytoplankton collapses, we demonstrate how mean first-exit times from the domain of attraction scale as the noise intensity weakens, across different prescribed values for the correlation time &amp;#964;. These results yield numerical approximations for the systems&amp;#8217; quasipotential barrier heights - a concept from Freidlin and Wentzell&amp;#8217;s theory of large deviations that quantifies resistance to noise-induced escape from a given domain - which elucidates a non-monotonic relation between the system vulnerability to critical transitions and the correlation time &amp;#964; of the external perturbations. Indeed, initially there is a notable drop in system resilience as the correlation time &amp;#964; grows from zero, although as &amp;#964; increases further beyond a critical value, the system resilience begins to then increase. This non-monotonic relation is also reflected in the action values of most probable transition paths for escaping the domain of attraction, found using an augmented Lagrangian method to overcome the degenerate noise present in the system. These findings are compared and contrasted with results from other studies exploring how climate tipping points, or stochastic escapes from a domain of attraction, depend on the correlation time of the external perturbations. Finally, we consider candidate time-series for correlation times constructed from temperature records for the North Sea across periods including anomalously high values, and discuss whether - subject to these - varying system vulnerability to critical transitions is more sensitive to the rate of emergence or duration of the marine heatwaves."
P1_psych,EXCLUDE,S1_PARTITION,rate,1,False,openalex,W4396519520,10.5194/egusphere-2024-1241,2024,,The Role of the Radial Vorticity Gradient in Intensification of Tropical Cyclones,"Abstract. The role of the radial vorticity gradient in tropical cyclone dynamics is explored through a low-order conceptual box model. Specifically, we look at stable-to-stable state transitions which may be linked to tropical cyclone intensification, dissipation, or eyewall replacement cycles. To this end, we identify two parameters of interest: the exponent of radial decline and sea surface temperature. We examine how variation in these parameters affect the stable states of the model and consider the behaviour of the system under time-dependent parameters. By externally forcing the exponent of radial decline and sea surface temperature we show the existence of rate-dependent behaviour in the model. These findings are brought together in a case study of Hurricane Irma (2017). The results highlight the role of the radial vorticity gradient in behaviour such as rate-induced tipping and overshoot recovery. They also show that a simple model can be used to explore relatively complex tropical cyclone dynamics."
